Region,Codigo region,Poblacion,fecha,numero
Arica y Parinacota,15,252110,2021-12-24,880
Tarapaca,01,382773,2021-12-24,1783
Antofagasta,02,691854,2021-12-24,2133
Atacama,03,314709,2021-12-24,1539
Coquimbo,04,836096,2021-12-24,1651
Valparaiso,05,1960170,2021-12-24,3734
Metropolitana,13,8125072,2021-12-24,19145
OHiggins,06,991063,2021-12-24,1727
Maule,07,1131939,2021-12-24,3201
Nuble,16,511551,2021-12-24,1129
Biobio,08,1663696,2021-12-24,6089
Araucania,09,1014343,2021-12-24,2377
Los Rios,14,405835,2021-12-24,1705
Los Lagos,10,891440,2021-12-24,3964
Aysen,11,107297,2021-12-24,345
Magallanes,12,178362,2021-12-24,916
Arica y Parinacota,15,252110,2021-12-25,922
Tarapaca,01,382773,2021-12-25,1316
Antofagasta,02,691854,2021-12-25,1838
Atacama,03,314709,2021-12-25,1323
Coquimbo,04,836096,2021-12-25,1547
Valparaiso,05,1960170,2021-12-25,3355
Metropolitana,13,8125072,2021-12-25,20003
OHiggins,06,991063,2021-12-25,1636
Maule,07,1131939,2021-12-25,2128
Nuble,16,511551,2021-12-25,1438
Biobio,08,1663696,2021-12-25,6207
Araucania,09,1014343,2021-12-25,2570
Los Rios,14,405835,2021-12-25,1340
Los Lagos,10,891440,2021-12-25,3785
Aysen,11,107297,2021-12-25,333
Magallanes,12,178362,2021-12-25,1070
Arica y Parinacota,15,252110,2021-12-26,1090
Tarapaca,01,382773,2021-12-26,1430
Antofagasta,02,691854,2021-12-26,3328
Atacama,03,314709,2021-12-26,1339
Coquimbo,04,836096,2021-12-26,1514
Valparaiso,05,1960170,2021-12-26,3360
Metropolitana,13,8125072,2021-12-26,20815
OHiggins,06,991063,2021-12-26,1378
Maule,07,1131939,2021-12-26,2685
Nuble,16,511551,2021-12-26,1075
Biobio,08,1663696,2021-12-26,4043
Araucania,09,1014343,2021-12-26,2068
Los Rios,14,405835,2021-12-26,1545
Los Lagos,10,891440,2021-12-26,3206
Aysen,11,107297,2021-12-26,394
Magallanes,12,178362,2021-12-26,648
Arica y Parinacota,15,252110,2021-12-27,521
Tarapaca,01,382773,2021-12-27,980
Antofagasta,02,691854,2021-12-27,789
Atacama,03,314709,2021-12-27,238
Coquimbo,04,836096,2021-12-27,707
Valparaiso,05,1960170,2021-12-27,1257
Metropolitana,13,8125072,2021-12-27,11337
OHiggins,06,991063,2021-12-27,953
Maule,07,1131939,2021-12-27,924
Nuble,16,511551,2021-12-27,655
Biobio,08,1663696,2021-12-27,1870
Araucania,09,1014343,2021-12-27,1402
Los Rios,14,405835,2021-12-27,259
Los Lagos,10,891440,2021-12-27,1243
Aysen,11,107297,2021-12-27,194
Magallanes,12,178362,2021-12-27,196
Arica y Parinacota,15,252110,2021-12-28,382
Tarapaca,01,382773,2021-12-28,755
Antofagasta,02,691854,2021-12-28,1914
Atacama,03,314709,2021-12-28,264
Coquimbo,04,836096,2021-12-28,508
Valparaiso,05,1960170,2021-12-28,1063
Metropolitana,13,8125072,2021-12-28,9992
OHiggins,06,991063,2021-12-28,439
Maule,07,1131939,2021-12-28,602
Nuble,16,511551,2021-12-28,300
Biobio,08,1663696,2021-12-28,1487
Araucania,09,1014343,2021-12-28,849
Los Rios,14,405835,2021-12-28,317
Los Lagos,10,891440,2021-12-28,664
Aysen,11,107297,2021-12-28,66
Magallanes,12,178362,2021-12-28,339
Arica y Parinacota,15,252110,2021-12-29,694
Tarapaca,01,382773,2021-12-29,1593
Antofagasta,02,691854,2021-12-29,3415
Atacama,03,314709,2021-12-29,1275
Coquimbo,04,836096,2021-12-29,648
Valparaiso,05,1960170,2021-12-29,2860
Metropolitana,13,8125072,2021-12-29,21010
OHiggins,06,991063,2021-12-29,514
Maule,07,1131939,2021-12-29,714
Nuble,16,511551,2021-12-29,858
Biobio,08,1663696,2021-12-29,4396
Araucania,09,1014343,2021-12-29,1305
Los Rios,14,405835,2021-12-29,890
Los Lagos,10,891440,2021-12-29,2320
Aysen,11,107297,2021-12-29,236
Magallanes,12,178362,2021-12-29,626
Arica y Parinacota,15,252110,2021-12-30,1771
Tarapaca,01,382773,2021-12-30,2081
Antofagasta,02,691854,2021-12-30,2361
Atacama,03,314709,2021-12-30,1321
Coquimbo,04,836096,2021-12-30,1898
Valparaiso,05,1960170,2021-12-30,4454
Metropolitana,13,8125072,2021-12-30,23555
OHiggins,06,991063,2021-12-30,1736
Maule,07,1131939,2021-12-30,3260
Nuble,16,511551,2021-12-30,1130
Biobio,08,1663696,2021-12-30,7621
Araucania,09,1014343,2021-12-30,2752
Los Rios,14,405835,2021-12-30,1785
Los Lagos,10,891440,2021-12-30,4035
Aysen,11,107297,2021-12-30,331
Magallanes,12,178362,2021-12-30,908
Arica y Parinacota,15,252110,2021-12-31,1041
Tarapaca,01,382773,2021-12-31,1545
Antofagasta,02,691854,2021-12-31,2015
Atacama,03,314709,2021-12-31,1392
Coquimbo,04,836096,2021-12-31,1615
Valparaiso,05,1960170,2021-12-31,4331
Metropolitana,13,8125072,2021-12-31,20371
OHiggins,06,991063,2021-12-31,1826
Maule,07,1131939,2021-12-31,2574
Nuble,16,511551,2021-12-31,1249
Biobio,08,1663696,2021-12-31,6506
Araucania,09,1014343,2021-12-31,2913
Los Rios,14,405835,2021-12-31,1578
Los Lagos,10,891440,2021-12-31,3727
Aysen,11,107297,2021-12-31,254
Magallanes,12,178362,2021-12-31,931
Arica y Parinacota,15,252110,2022-01-01,1185
Tarapaca,01,382773,2022-01-01,1585
Antofagasta,02,691854,2022-01-01,1954
Atacama,03,314709,2022-01-01,1567
Coquimbo,04,836096,2022-01-01,1793
Valparaiso,05,1960170,2022-01-01,4275
Metropolitana,13,8125072,2022-01-01,21520
OHiggins,06,991063,2022-01-01,1727
Maule,07,1131939,2022-01-01,3963
Nuble,16,511551,2022-01-01,1667
Biobio,08,1663696,2022-01-01,6315
Araucania,09,1014343,2022-01-01,2693
Los Rios,14,405835,2022-01-01,1403
Los Lagos,10,891440,2022-01-01,3489
Aysen,11,107297,2022-01-01,500
Magallanes,12,178362,2022-01-01,612
Arica y Parinacota,15,252110,2022-01-02,1112
Tarapaca,01,382773,2022-01-02,2466
Antofagasta,02,691854,2022-01-02,3197
Atacama,03,314709,2022-01-02,1073
Coquimbo,04,836096,2022-01-02,1972
Valparaiso,05,1960170,2022-01-02,3821
Metropolitana,13,8125072,2022-01-02,22734
OHiggins,06,991063,2022-01-02,2252
Maule,07,1131939,2022-01-02,2485
Nuble,16,511551,2022-01-02,1061
Biobio,08,1663696,2022-01-02,4624
Araucania,09,1014343,2022-01-02,2674
Los Rios,14,405835,2022-01-02,1700
Los Lagos,10,891440,2022-01-02,2527
Aysen,11,107297,2022-01-02,337
Magallanes,12,178362,2022-01-02,674
Arica y Parinacota,15,252110,2022-01-03,688
Tarapaca,01,382773,2022-01-03,1971
Antofagasta,02,691854,2022-01-03,719
Atacama,03,314709,2022-01-03,604
Coquimbo,04,836096,2022-01-03,1596
Valparaiso,05,1960170,2022-01-03,1066
Metropolitana,13,8125072,2022-01-03,9630
OHiggins,06,991063,2022-01-03,534
Maule,07,1131939,2022-01-03,703
Nuble,16,511551,2022-01-03,729
Biobio,08,1663696,2022-01-03,1781
Araucania,09,1014343,2022-01-03,1553
Los Rios,14,405835,2022-01-03,477
Los Lagos,10,891440,2022-01-03,1107
Aysen,11,107297,2022-01-03,257
Magallanes,12,178362,2022-01-03,171
Arica y Parinacota,15,252110,2022-01-04,660
Tarapaca,01,382773,2022-01-04,1027
Antofagasta,02,691854,2022-01-04,2186
Atacama,03,314709,2022-01-04,248
Coquimbo,04,836096,2022-01-04,516
Valparaiso,05,1960170,2022-01-04,1469
Metropolitana,13,8125072,2022-01-04,9687
OHiggins,06,991063,2022-01-04,579
Maule,07,1131939,2022-01-04,576
Nuble,16,511551,2022-01-04,487
Biobio,08,1663696,2022-01-04,1640
Araucania,09,1014343,2022-01-04,745
Los Rios,14,405835,2022-01-04,302
Los Lagos,10,891440,2022-01-04,735
Aysen,11,107297,2022-01-04,59
Magallanes,12,178362,2022-01-04,389
Arica y Parinacota,15,252110,2022-01-05,1594
Tarapaca,01,382773,2022-01-05,2386
Antofagasta,02,691854,2022-01-05,3351
Atacama,03,314709,2022-01-05,1323
Coquimbo,04,836096,2022-01-05,793
Valparaiso,05,1960170,2022-01-05,3156
Metropolitana,13,8125072,2022-01-05,17293
OHiggins,06,991063,2022-01-05,797
Maule,07,1131939,2022-01-05,1197
Nuble,16,511551,2022-01-05,833
Biobio,08,1663696,2022-01-05,4652
Araucania,09,1014343,2022-01-05,1357
Los Rios,14,405835,2022-01-05,1047
Los Lagos,10,891440,2022-01-05,2526
Aysen,11,107297,2022-01-05,179
Magallanes,12,178362,2022-01-05,643
Arica y Parinacota,15,252110,2022-01-06,1659
Tarapaca,01,382773,2022-01-06,2694
Antofagasta,02,691854,2022-01-06,2929
Atacama,03,314709,2022-01-06,1755
Coquimbo,04,836096,2022-01-06,2369
Valparaiso,05,1960170,2022-01-06,5411
Metropolitana,13,8125072,2022-01-06,24994
OHiggins,06,991063,2022-01-06,1577
Maule,07,1131939,2022-01-06,2495
Nuble,16,511551,2022-01-06,1671
Biobio,08,1663696,2022-01-06,7836
Araucania,09,1014343,2022-01-06,1983
Los Rios,14,405835,2022-01-06,1557
Los Lagos,10,891440,2022-01-06,4571
Aysen,11,107297,2022-01-06,383
Magallanes,12,178362,2022-01-06,1044
Arica y Parinacota,15,252110,2022-01-07,1261
Tarapaca,01,382773,2022-01-07,2861
Antofagasta,02,691854,2022-01-07,2268
Atacama,03,314709,2022-01-07,1060
Coquimbo,04,836096,2022-01-07,1751
Valparaiso,05,1960170,2022-01-07,5777
Metropolitana,13,8125072,2022-01-07,26018
OHiggins,06,991063,2022-01-07,1870
Maule,07,1131939,2022-01-07,3523
Nuble,16,511551,2022-01-07,1498
Biobio,08,1663696,2022-01-07,6510
Araucania,09,1014343,2022-01-07,2833
Los Rios,14,405835,2022-01-07,1696
Los Lagos,10,891440,2022-01-07,4923
Aysen,11,107297,2022-01-07,306
Magallanes,12,178362,2022-01-07,1472
Arica y Parinacota,15,252110,2022-01-08,1633
Tarapaca,01,382773,2022-01-08,2279
Antofagasta,02,691854,2022-01-08,2537
Atacama,03,314709,2022-01-08,1661
Coquimbo,04,836096,2022-01-08,2219
Valparaiso,05,1960170,2022-01-08,6472
Metropolitana,13,8125072,2022-01-08,27391
OHiggins,06,991063,2022-01-08,1945
Maule,07,1131939,2022-01-08,3151
Nuble,16,511551,2022-01-08,1460
Biobio,08,1663696,2022-01-08,7073
Araucania,09,1014343,2022-01-08,3430
Los Rios,14,405835,2022-01-08,1579
Los Lagos,10,891440,2022-01-08,4082
Aysen,11,107297,2022-01-08,561
Magallanes,12,178362,2022-01-08,1236
Arica y Parinacota,15,252110,2022-01-09,1935
Tarapaca,01,382773,2022-01-09,3213
Antofagasta,02,691854,2022-01-09,3483
Atacama,03,314709,2022-01-09,2079
Coquimbo,04,836096,2022-01-09,1811
Valparaiso,05,1960170,2022-01-09,5879
Metropolitana,13,8125072,2022-01-09,23722
OHiggins,06,991063,2022-01-09,1849
Maule,07,1131939,2022-01-09,3308
Nuble,16,511551,2022-01-09,1468
Biobio,08,1663696,2022-01-09,6447
Araucania,09,1014343,2022-01-09,3497
Los Rios,14,405835,2022-01-09,2264
Los Lagos,10,891440,2022-01-09,4729
Aysen,11,107297,2022-01-09,353
Magallanes,12,178362,2022-01-09,1424
Arica y Parinacota,15,252110,2022-01-10,1251
Tarapaca,01,382773,2022-01-10,3746
Antofagasta,02,691854,2022-01-10,3145
Atacama,03,314709,2022-01-10,864
Coquimbo,04,836096,2022-01-10,2166
Valparaiso,05,1960170,2022-01-10,4991
Metropolitana,13,8125072,2022-01-10,24527
OHiggins,06,991063,2022-01-10,1911
Maule,07,1131939,2022-01-10,2962
Nuble,16,511551,2022-01-10,1326
Biobio,08,1663696,2022-01-10,4781
Araucania,09,1014343,2022-01-10,3469
Los Rios,14,405835,2022-01-10,1214
Los Lagos,10,891440,2022-01-10,2880
Aysen,11,107297,2022-01-10,477
Magallanes,12,178362,2022-01-10,1425
Arica y Parinacota,15,252110,2022-01-11,1107
Tarapaca,01,382773,2022-01-11,2769
Antofagasta,02,691854,2022-01-11,4503
Atacama,03,314709,2022-01-11,542
Coquimbo,04,836096,2022-01-11,759
Valparaiso,05,1960170,2022-01-11,2898
Metropolitana,13,8125072,2022-01-11,20860
OHiggins,06,991063,2022-01-11,1010
Maule,07,1131939,2022-01-11,835
Nuble,16,511551,2022-01-11,964
Biobio,08,1663696,2022-01-11,2714
Araucania,09,1014343,2022-01-11,2630
Los Rios,14,405835,2022-01-11,949
Los Lagos,10,891440,2022-01-11,1144
Aysen,11,107297,2022-01-11,265
Magallanes,12,178362,2022-01-11,872
Arica y Parinacota,15,252110,2022-01-12,1028
Tarapaca,01,382773,2022-01-12,2689
Antofagasta,02,691854,2022-01-12,2544
Atacama,03,314709,2022-01-12,1343
Coquimbo,04,836096,2022-01-12,878
Valparaiso,05,1960170,2022-01-12,3992
Metropolitana,13,8125072,2022-01-12,21734
OHiggins,06,991063,2022-01-12,967
Maule,07,1131939,2022-01-12,1011
Nuble,16,511551,2022-01-12,704
Biobio,08,1663696,2022-01-12,4132
Araucania,09,1014343,2022-01-12,2373
Los Rios,14,405835,2022-01-12,1156
Los Lagos,10,891440,2022-01-12,2334
Aysen,11,107297,2022-01-12,237
Magallanes,12,178362,2022-01-12,1115
Arica y Parinacota,15,252110,2022-01-13,2465
Tarapaca,01,382773,2022-01-13,4005
Antofagasta,02,691854,2022-01-13,3703
Atacama,03,314709,2022-01-13,2193
Coquimbo,04,836096,2022-01-13,2043
Valparaiso,05,1960170,2022-01-13,6883
Metropolitana,13,8125072,2022-01-13,36860
OHiggins,06,991063,2022-01-13,1718
Maule,07,1131939,2022-01-13,4177
Nuble,16,511551,2022-01-13,1842
Biobio,08,1663696,2022-01-13,7387
Araucania,09,1014343,2022-01-13,3495
Los Rios,14,405835,2022-01-13,1901
Los Lagos,10,891440,2022-01-13,4790
Aysen,11,107297,2022-01-13,627
Magallanes,12,178362,2022-01-13,1134
Arica y Parinacota,15,252110,2022-01-14,1618
Tarapaca,01,382773,2022-01-14,3332
Antofagasta,02,691854,2022-01-14,3525
Atacama,03,314709,2022-01-14,1842
Coquimbo,04,836096,2022-01-14,2367
Valparaiso,05,1960170,2022-01-14,6484
Metropolitana,13,8125072,2022-01-14,33029
OHiggins,06,991063,2022-01-14,2245
Maule,07,1131939,2022-01-14,3502
Nuble,16,511551,2022-01-14,1565
Biobio,08,1663696,2022-01-14,6346
Araucania,09,1014343,2022-01-14,4398
Los Rios,14,405835,2022-01-14,1976
Los Lagos,10,891440,2022-01-14,3713
Aysen,11,107297,2022-01-14,480
Magallanes,12,178362,2022-01-14,2190
Arica y Parinacota,15,252110,2022-01-15,2215
Tarapaca,01,382773,2022-01-15,3309
Antofagasta,02,691854,2022-01-15,4044
Atacama,03,314709,2022-01-15,1894
Coquimbo,04,836096,2022-01-15,2934
Valparaiso,05,1960170,2022-01-15,6921
Metropolitana,13,8125072,2022-01-15,33951
OHiggins,06,991063,2022-01-15,2499
Maule,07,1131939,2022-01-15,3451
Nuble,16,511551,2022-01-15,1708
Biobio,08,1663696,2022-01-15,7177
Araucania,09,1014343,2022-01-15,4808
Los Rios,14,405835,2022-01-15,2022
Los Lagos,10,891440,2022-01-15,4146
Aysen,11,107297,2022-01-15,586
Magallanes,12,178362,2022-01-15,1438
Arica y Parinacota,15,252110,2022-01-16,2455
Tarapaca,01,382773,2022-01-16,2872
Antofagasta,02,691854,2022-01-16,4819
Atacama,03,314709,2022-01-16,2025
Coquimbo,04,836096,2022-01-16,2508
Valparaiso,05,1960170,2022-01-16,7304
Metropolitana,13,8125072,2022-01-16,32539
OHiggins,06,991063,2022-01-16,2123
Maule,07,1131939,2022-01-16,4147
Nuble,16,511551,2022-01-16,2082
Biobio,08,1663696,2022-01-16,8172
Araucania,09,1014343,2022-01-16,4976
Los Rios,14,405835,2022-01-16,1948
Los Lagos,10,891440,2022-01-16,4724
Aysen,11,107297,2022-01-16,553
Magallanes,12,178362,2022-01-16,1697
Arica y Parinacota,15,252110,2022-01-17,1610
Tarapaca,01,382773,2022-01-17,3308
Antofagasta,02,691854,2022-01-17,5505
Atacama,03,314709,2022-01-17,1413
Coquimbo,04,836096,2022-01-17,2833
Valparaiso,05,1960170,2022-01-17,6339
Metropolitana,13,8125072,2022-01-17,32627
OHiggins,06,991063,2022-01-17,2631
Maule,07,1131939,2022-01-17,3488
Nuble,16,511551,2022-01-17,1859
Biobio,08,1663696,2022-01-17,6751
Araucania,09,1014343,2022-01-17,4181
Los Rios,14,405835,2022-01-17,1310
Los Lagos,10,891440,2022-01-17,3028
Aysen,11,107297,2022-01-17,643
Magallanes,12,178362,2022-01-17,1634
Arica y Parinacota,15,252110,2022-01-18,1560
Tarapaca,01,382773,2022-01-18,3203
Antofagasta,02,691854,2022-01-18,5901
Atacama,03,314709,2022-01-18,729
Coquimbo,04,836096,2022-01-18,1564
Valparaiso,05,1960170,2022-01-18,3594
Metropolitana,13,8125072,2022-01-18,21950
OHiggins,06,991063,2022-01-18,1315
Maule,07,1131939,2022-01-18,1099
Nuble,16,511551,2022-01-18,1027
Biobio,08,1663696,2022-01-18,3272
Araucania,09,1014343,2022-01-18,3359
Los Rios,14,405835,2022-01-18,905
Los Lagos,10,891440,2022-01-18,1393
Aysen,11,107297,2022-01-18,311
Magallanes,12,178362,2022-01-18,1145
Arica y Parinacota,15,252110,2022-01-19,872
Tarapaca,01,382773,2022-01-19,2479
Antofagasta,02,691854,2022-01-19,4180
Atacama,03,314709,2022-01-19,1450
Coquimbo,04,836096,2022-01-19,1432
Valparaiso,05,1960170,2022-01-19,5460
Metropolitana,13,8125072,2022-01-19,24491
OHiggins,06,991063,2022-01-19,1285
Maule,07,1131939,2022-01-19,1634
Nuble,16,511551,2022-01-19,1494
Biobio,08,1663696,2022-01-19,4545
Araucania,09,1014343,2022-01-19,2444
Los Rios,14,405835,2022-01-19,1313
Los Lagos,10,891440,2022-01-19,2296
Aysen,11,107297,2022-01-19,261
Magallanes,12,178362,2022-01-19,841
Arica y Parinacota,15,252110,2022-01-20,2016
Tarapaca,01,382773,2022-01-20,3151
Antofagasta,02,691854,2022-01-20,4784
Atacama,03,314709,2022-01-20,1889
Coquimbo,04,836096,2022-01-20,1853
Valparaiso,05,1960170,2022-01-20,6555
Metropolitana,13,8125072,2022-01-20,32819
OHiggins,06,991063,2022-01-20,2120
Maule,07,1131939,2022-01-20,3758
Nuble,16,511551,2022-01-20,2031
Biobio,08,1663696,2022-01-20,8265
Araucania,09,1014343,2022-01-20,4188
Los Rios,14,405835,2022-01-20,2502
Los Lagos,10,891440,2022-01-20,5320
Aysen,11,107297,2022-01-20,552
Magallanes,12,178362,2022-01-20,1848
Arica y Parinacota,15,252110,2022-01-21,972
Tarapaca,01,382773,2022-01-21,4527
Antofagasta,02,691854,2022-01-21,4514
Atacama,03,314709,2022-01-21,2174
Coquimbo,04,836096,2022-01-21,3088
Valparaiso,05,1960170,2022-01-21,7727
Metropolitana,13,8125072,2022-01-21,34556
OHiggins,06,991063,2022-01-21,2572
Maule,07,1131939,2022-01-21,4223
Nuble,16,511551,2022-01-21,1967
Biobio,08,1663696,2022-01-21,8919
Araucania,09,1014343,2022-01-21,3984
Los Rios,14,405835,2022-01-21,2488
Los Lagos,10,891440,2022-01-21,4825
Aysen,11,107297,2022-01-21,590
Magallanes,12,178362,2022-01-21,1528
Arica y Parinacota,15,252110,2022-01-22,829
Tarapaca,01,382773,2022-01-22,2916
Antofagasta,02,691854,2022-01-22,3059
Atacama,03,314709,2022-01-22,1609
Coquimbo,04,836096,2022-01-22,2799
Valparaiso,05,1960170,2022-01-22,7123
Metropolitana,13,8125072,2022-01-22,32272
OHiggins,06,991063,2022-01-22,2594
Maule,07,1131939,2022-01-22,3811
Nuble,16,511551,2022-01-22,1341
Biobio,08,1663696,2022-01-22,8776
Araucania,09,1014343,2022-01-22,4650
Los Rios,14,405835,2022-01-22,2193
Los Lagos,10,891440,2022-01-22,4395
Aysen,11,107297,2022-01-22,790
Magallanes,12,178362,2022-01-22,1977
Arica y Parinacota,15,252110,2022-01-23,271
Tarapaca,01,382773,2022-01-23,2663
Antofagasta,02,691854,2022-01-23,2627
Atacama,03,314709,2022-01-23,2095
Coquimbo,04,836096,2022-01-23,2904
Valparaiso,05,1960170,2022-01-23,7655
Metropolitana,13,8125072,2022-01-23,30973
OHiggins,06,991063,2022-01-23,2577
Maule,07,1131939,2022-01-23,4963
Nuble,16,511551,2022-01-23,1137
Biobio,08,1663696,2022-01-23,6944
Araucania,09,1014343,2022-01-23,4422
Los Rios,14,405835,2022-01-23,2668
Los Lagos,10,891440,2022-01-23,3630
Aysen,11,107297,2022-01-23,734
Magallanes,12,178362,2022-01-23,1620
Arica y Parinacota,15,252110,2022-01-24,359
Tarapaca,01,382773,2022-01-24,3063
Antofagasta,02,691854,2022-01-24,4362
Atacama,03,314709,2022-01-24,3543
Coquimbo,04,836096,2022-01-24,2772
Valparaiso,05,1960170,2022-01-24,7639
Metropolitana,13,8125072,2022-01-24,32631
OHiggins,06,991063,2022-01-24,2173
Maule,07,1131939,2022-01-24,4426
Nuble,16,511551,2022-01-24,475
Biobio,08,1663696,2022-01-24,7270
Araucania,09,1014343,2022-01-24,4858
Los Rios,14,405835,2022-01-24,2299
Los Lagos,10,891440,2022-01-24,4580
Aysen,11,107297,2022-01-24,665
Magallanes,12,178362,2022-01-24,1980
Arica y Parinacota,15,252110,2022-01-25,426
Tarapaca,01,382773,2022-01-25,4059
Antofagasta,02,691854,2022-01-25,4775
Atacama,03,314709,2022-01-25,2226
Coquimbo,04,836096,2022-01-25,1878
Valparaiso,05,1960170,2022-01-25,5970
Metropolitana,13,8125072,2022-01-25,30922
OHiggins,06,991063,2022-01-25,2891
Maule,07,1131939,2022-01-25,3178
Nuble,16,511551,2022-01-25,199
Biobio,08,1663696,2022-01-25,4562
Araucania,09,1014343,2022-01-25,3863
Los Rios,14,405835,2022-01-25,1100
Los Lagos,10,891440,2022-01-25,2470
Aysen,11,107297,2022-01-25,696
Magallanes,12,178362,2022-01-25,676
Arica y Parinacota,15,252110,2022-01-26,254
Tarapaca,01,382773,2022-01-26,3172
Antofagasta,02,691854,2022-01-26,3269
Atacama,03,314709,2022-01-26,1681
Coquimbo,04,836096,2022-01-26,2527
Valparaiso,05,1960170,2022-01-26,5745
Metropolitana,13,8125072,2022-01-26,32776
OHiggins,06,991063,2022-01-26,2213
Maule,07,1131939,2022-01-26,3323
Nuble,16,511551,2022-01-26,938
Biobio,08,1663696,2022-01-26,5204
Araucania,09,1014343,2022-01-26,3722
Los Rios,14,405835,2022-01-26,1792
Los Lagos,10,891440,2022-01-26,2776
Aysen,11,107297,2022-01-26,623
Magallanes,12,178362,2022-01-26,1298
Arica y Parinacota,15,252110,2022-01-27,568
Tarapaca,01,382773,2022-01-27,2680
Antofagasta,02,691854,2022-01-27,5415
Atacama,03,314709,2022-01-27,2202
Coquimbo,04,836096,2022-01-27,2755
Valparaiso,05,1960170,2022-01-27,7910
Metropolitana,13,8125072,2022-01-27,35396
OHiggins,06,991063,2022-01-27,3177
Maule,07,1131939,2022-01-27,4236
Nuble,16,511551,2022-01-27,2553
Biobio,08,1663696,2022-01-27,10148
Araucania,09,1014343,2022-01-27,5142
Los Rios,14,405835,2022-01-27,2486
Los Lagos,10,891440,2022-01-27,5262
Aysen,11,107297,2022-01-27,731
Magallanes,12,178362,2022-01-27,1943
Arica y Parinacota,15,252110,2022-01-28,1382
Tarapaca,01,382773,2022-01-28,2364
Antofagasta,02,691854,2022-01-28,5115
Atacama,03,314709,2022-01-28,2552
Coquimbo,04,836096,2022-01-28,2941
Valparaiso,05,1960170,2022-01-28,8044
Metropolitana,13,8125072,2022-01-28,39146
OHiggins,06,991063,2022-01-28,2965
Maule,07,1131939,2022-01-28,5053
Nuble,16,511551,2022-01-28,1967
Biobio,08,1663696,2022-01-28,12352
Araucania,09,1014343,2022-01-28,5402
Los Rios,14,405835,2022-01-28,2897
Los Lagos,10,891440,2022-01-28,6462
Aysen,11,107297,2022-01-28,839
Magallanes,12,178362,2022-01-28,1755
Arica y Parinacota,15,252110,2022-01-29,524
Tarapaca,01,382773,2022-01-29,2519
Antofagasta,02,691854,2022-01-29,4756
Atacama,03,314709,2022-01-29,3030
Coquimbo,04,836096,2022-01-29,3539
Valparaiso,05,1960170,2022-01-29,10133
Metropolitana,13,8125072,2022-01-29,44725
OHiggins,06,991063,2022-01-29,3379
Maule,07,1131939,2022-01-29,5595
Nuble,16,511551,2022-01-29,2632
Biobio,08,1663696,2022-01-29,10281
Araucania,09,1014343,2022-01-29,5983
Los Rios,14,405835,2022-01-29,3313
Los Lagos,10,891440,2022-01-29,6142
Aysen,11,107297,2022-01-29,795
Magallanes,12,178362,2022-01-29,1492
Arica y Parinacota,15,252110,2022-01-30,507
Tarapaca,01,382773,2022-01-30,2623
Antofagasta,02,691854,2022-01-30,4924
Atacama,03,314709,2022-01-30,2068
Coquimbo,04,836096,2022-01-30,3684
