Region,Codigo region,Poblacion,fecha,numero
Magallanes,12,178362,2021-07-10,871
Arica y Parinacota,15,252110,2021-07-11,985
Tarapaca,01,382773,2021-07-11,1449
Antofagasta,02,691854,2021-07-11,2865
Atacama,03,314709,2021-07-11,2520
Coquimbo,04,836096,2021-07-11,2188
Valparaiso,05,1960170,2021-07-11,5998
Metropolitana,13,8125072,2021-07-11,19871
OHiggins,06,991063,2021-07-11,2652
Maule,07,1131939,2021-07-11,3752
Nuble,16,511551,2021-07-11,1703
Biobio,08,1663696,2021-07-11,6766
Araucania,09,1014343,2021-07-11,2890
Los Rios,14,405835,2021-07-11,1763
Los Lagos,10,891440,2021-07-11,3952
Aysen,11,107297,2021-07-11,686
Magallanes,12,178362,2021-07-11,829
Arica y Parinacota,15,252110,2021-07-12,1571
Tarapaca,01,382773,2021-07-12,1844
Antofagasta,02,691854,2021-07-12,4485
Atacama,03,314709,2021-07-12,1258
Coquimbo,04,836096,2021-07-12,2579
Valparaiso,05,1960170,2021-07-12,4974
Metropolitana,13,8125072,2021-07-12,17925
OHiggins,06,991063,2021-07-12,2210
Maule,07,1131939,2021-07-12,3131
Nuble,16,511551,2021-07-12,1502
Biobio,08,1663696,2021-07-12,6349
Araucania,09,1014343,2021-07-12,2889
Los Rios,14,405835,2021-07-12,986
Los Lagos,10,891440,2021-07-12,3888
Aysen,11,107297,2021-07-12,443
Magallanes,12,178362,2021-07-12,420
Arica y Parinacota,15,252110,2021-07-13,759
Tarapaca,01,382773,2021-07-13,1359
Antofagasta,02,691854,2021-07-13,3996
Atacama,03,314709,2021-07-13,1649
Coquimbo,04,836096,2021-07-13,1254
Valparaiso,05,1960170,2021-07-13,2271
Metropolitana,13,8125072,2021-07-13,8798
OHiggins,06,991063,2021-07-13,975
Maule,07,1131939,2021-07-13,884
Nuble,16,511551,2021-07-13,593
Biobio,08,1663696,2021-07-13,2834
Araucania,09,1014343,2021-07-13,1188
Los Rios,14,405835,2021-07-13,776
Los Lagos,10,891440,2021-07-13,1937
Aysen,11,107297,2021-07-13,225
Magallanes,12,178362,2021-07-13,325
Arica y Parinacota,15,252110,2021-07-14,754
Tarapaca,01,382773,2021-07-14,1215
Antofagasta,02,691854,2021-07-14,1289
Atacama,03,314709,2021-07-14,484
Coquimbo,04,836096,2021-07-14,807
Valparaiso,05,1960170,2021-07-14,1862
Metropolitana,13,8125072,2021-07-14,9718
OHiggins,06,991063,2021-07-14,709
Maule,07,1131939,2021-07-14,856
Nuble,16,511551,2021-07-14,677
Biobio,08,1663696,2021-07-14,3634
Araucania,09,1014343,2021-07-14,1354
Los Rios,14,405835,2021-07-14,671
Los Lagos,10,891440,2021-07-14,1678
Aysen,11,107297,2021-07-14,222
Magallanes,12,178362,2021-07-14,439
Arica y Parinacota,15,252110,2021-07-15,1513
Tarapaca,01,382773,2021-07-15,1464
Antofagasta,02,691854,2021-07-15,3103
Atacama,03,314709,2021-07-15,2084
Coquimbo,04,836096,2021-07-15,2336
Valparaiso,05,1960170,2021-07-15,6193
Metropolitana,13,8125072,2021-07-15,20794
OHiggins,06,991063,2021-07-15,2220
Maule,07,1131939,2021-07-15,3487
Nuble,16,511551,2021-07-15,1405
Biobio,08,1663696,2021-07-15,8152
Araucania,09,1014343,2021-07-15,2298
Los Rios,14,405835,2021-07-15,2182
Los Lagos,10,891440,2021-07-15,4814
Aysen,11,107297,2021-07-15,569
Magallanes,12,178362,2021-07-15,743
Arica y Parinacota,15,252110,2021-07-16,1079
Tarapaca,01,382773,2021-07-16,1205
Antofagasta,02,691854,2021-07-16,2016
Atacama,03,314709,2021-07-16,1732
Coquimbo,04,836096,2021-07-16,2237
Valparaiso,05,1960170,2021-07-16,5627
Metropolitana,13,8125072,2021-07-16,19285
OHiggins,06,991063,2021-07-16,3039
Maule,07,1131939,2021-07-16,3242
Nuble,16,511551,2021-07-16,1603
Biobio,08,1663696,2021-07-16,6604
Araucania,09,1014343,2021-07-16,2988
Los Rios,14,405835,2021-07-16,1701
Los Lagos,10,891440,2021-07-16,4149
Aysen,11,107297,2021-07-16,581
Magallanes,12,178362,2021-07-16,577
Arica y Parinacota,15,252110,2021-07-17,875
Tarapaca,01,382773,2021-07-17,1304
Antofagasta,02,691854,2021-07-17,1924
Atacama,03,314709,2021-07-17,1529
Coquimbo,04,836096,2021-07-17,2253
Valparaiso,05,1960170,2021-07-17,5694
Metropolitana,13,8125072,2021-07-17,16655
OHiggins,06,991063,2021-07-17,2222
Maule,07,1131939,2021-07-17,3552
Nuble,16,511551,2021-07-17,1457
Biobio,08,1663696,2021-07-17,6710
Araucania,09,1014343,2021-07-17,3075
Los Rios,14,405835,2021-07-17,1962
Los Lagos,10,891440,2021-07-17,4234
Aysen,11,107297,2021-07-17,596
Magallanes,12,178362,2021-07-17,1106
Arica y Parinacota,15,252110,2021-07-18,1058
Tarapaca,01,382773,2021-07-18,1357
Antofagasta,02,691854,2021-07-18,2628
Atacama,03,314709,2021-07-18,1110
Coquimbo,04,836096,2021-07-18,2199
Valparaiso,05,1960170,2021-07-18,3827
Metropolitana,13,8125072,2021-07-18,14685
OHiggins,06,991063,2021-07-18,2253
Maule,07,1131939,2021-07-18,3212
Nuble,16,511551,2021-07-18,1256
Biobio,08,1663696,2021-07-18,7200
Araucania,09,1014343,2021-07-18,2830
Los Rios,14,405835,2021-07-18,1621
Los Lagos,10,891440,2021-07-18,3945
Aysen,11,107297,2021-07-18,287
Magallanes,12,178362,2021-07-18,670
Arica y Parinacota,15,252110,2021-07-19,898
Tarapaca,01,382773,2021-07-19,1434
Antofagasta,02,691854,2021-07-19,3074
Atacama,03,314709,2021-07-19,1889
Coquimbo,04,836096,2021-07-19,1249
Valparaiso,05,1960170,2021-07-19,2107
Metropolitana,13,8125072,2021-07-19,9314
OHiggins,06,991063,2021-07-19,659
Maule,07,1131939,2021-07-19,1113
Nuble,16,511551,2021-07-19,758
Biobio,08,1663696,2021-07-19,3529
Araucania,09,1014343,2021-07-19,1483
Los Rios,14,405835,2021-07-19,760
Los Lagos,10,891440,2021-07-19,1653
Aysen,11,107297,2021-07-19,181
Magallanes,12,178362,2021-07-19,511
Arica y Parinacota,15,252110,2021-07-20,501
Tarapaca,01,382773,2021-07-20,630
Antofagasta,02,691854,2021-07-20,4086
Atacama,03,314709,2021-07-20,447
Coquimbo,04,836096,2021-07-20,1055
Valparaiso,05,1960170,2021-07-20,2257
Metropolitana,13,8125072,2021-07-20,8300
OHiggins,06,991063,2021-07-20,688
Maule,07,1131939,2021-07-20,852
Nuble,16,511551,2021-07-20,720
Biobio,08,1663696,2021-07-20,2937
Araucania,09,1014343,2021-07-20,1227
Los Rios,14,405835,2021-07-20,702
Los Lagos,10,891440,2021-07-20,1284
Aysen,11,107297,2021-07-20,178
Magallanes,12,178362,2021-07-20,259
Arica y Parinacota,15,252110,2021-07-21,722
Tarapaca,01,382773,2021-07-21,972
Antofagasta,02,691854,2021-07-21,1358
Atacama,03,314709,2021-07-21,260
Coquimbo,04,836096,2021-07-21,975
Valparaiso,05,1960170,2021-07-21,1930
Metropolitana,13,8125072,2021-07-21,9877
OHiggins,06,991063,2021-07-21,659
Maule,07,1131939,2021-07-21,846
Nuble,16,511551,2021-07-21,776
Biobio,08,1663696,2021-07-21,3453
Araucania,09,1014343,2021-07-21,1213
Los Rios,14,405835,2021-07-21,689
Los Lagos,10,891440,2021-07-21,1726
Aysen,11,107297,2021-07-21,242
Magallanes,12,178362,2021-07-21,402
Arica y Parinacota,15,252110,2021-07-22,1109
Tarapaca,01,382773,2021-07-22,1942
Antofagasta,02,691854,2021-07-22,3439
Atacama,03,314709,2021-07-22,2135
Coquimbo,04,836096,2021-07-22,2495
Valparaiso,05,1960170,2021-07-22,6316
Metropolitana,13,8125072,2021-07-22,18634
OHiggins,06,991063,2021-07-22,2232
Maule,07,1131939,2021-07-22,3140
Nuble,16,511551,2021-07-22,1658
Biobio,08,1663696,2021-07-22,7893
Araucania,09,1014343,2021-07-22,2395
Los Rios,14,405835,2021-07-22,2271
Los Lagos,10,891440,2021-07-22,4470
Aysen,11,107297,2021-07-22,470
Magallanes,12,178362,2021-07-22,674
Arica y Parinacota,15,252110,2021-07-23,1213
Tarapaca,01,382773,2021-07-23,1123
Antofagasta,02,691854,2021-07-23,2045
Atacama,03,314709,2021-07-23,1656
Coquimbo,04,836096,2021-07-23,2368
Valparaiso,05,1960170,2021-07-23,5303
Metropolitana,13,8125072,2021-07-23,17580
OHiggins,06,991063,2021-07-23,2454
Maule,07,1131939,2021-07-23,3363
Nuble,16,511551,2021-07-23,1411
Biobio,08,1663696,2021-07-23,6849
Araucania,09,1014343,2021-07-23,2911
Los Rios,14,405835,2021-07-23,1783
Los Lagos,10,891440,2021-07-23,4218
Aysen,11,107297,2021-07-23,466
Magallanes,12,178362,2021-07-23,641
Arica y Parinacota,15,252110,2021-07-24,768
Tarapaca,01,382773,2021-07-24,1244
Antofagasta,02,691854,2021-07-24,2136
Atacama,03,314709,2021-07-24,1658
Coquimbo,04,836096,2021-07-24,2556
Valparaiso,05,1960170,2021-07-24,4996
Metropolitana,13,8125072,2021-07-24,17494
OHiggins,06,991063,2021-07-24,2594
Maule,07,1131939,2021-07-24,3762
Nuble,16,511551,2021-07-24,1377
Biobio,08,1663696,2021-07-24,6273
Araucania,09,1014343,2021-07-24,2734
Los Rios,14,405835,2021-07-24,1994
Los Lagos,10,891440,2021-07-24,4264
Aysen,11,107297,2021-07-24,498
Magallanes,12,178362,2021-07-24,906
Arica y Parinacota,15,252110,2021-07-25,1373
Tarapaca,01,382773,2021-07-25,1453
Antofagasta,02,691854,2021-07-25,2324
Atacama,03,314709,2021-07-25,2274
Coquimbo,04,836096,2021-07-25,2412
Valparaiso,05,1960170,2021-07-25,4843
Metropolitana,13,8125072,2021-07-25,19709
OHiggins,06,991063,2021-07-25,2621
Maule,07,1131939,2021-07-25,3202
Nuble,16,511551,2021-07-25,1529
Biobio,08,1663696,2021-07-25,6363
Araucania,09,1014343,2021-07-25,2247
Los Rios,14,405835,2021-07-25,1938
Los Lagos,10,891440,2021-07-25,3981
Aysen,11,107297,2021-07-25,516
Magallanes,12,178362,2021-07-25,836
Arica y Parinacota,15,252110,2021-07-26,1386
Tarapaca,01,382773,2021-07-26,2010
Antofagasta,02,691854,2021-07-26,4074
Atacama,03,314709,2021-07-26,1453
Coquimbo,04,836096,2021-07-26,2451
Valparaiso,05,1960170,2021-07-26,4263
Metropolitana,13,8125072,2021-07-26,15791
OHiggins,06,991063,2021-07-26,1858
Maule,07,1131939,2021-07-26,3151
Nuble,16,511551,2021-07-26,1470
Biobio,08,1663696,2021-07-26,5476
Araucania,09,1014343,2021-07-26,2551
Los Rios,14,405835,2021-07-26,1169
Los Lagos,10,891440,2021-07-26,3753
Aysen,11,107297,2021-07-26,355
Magallanes,12,178362,2021-07-26,555
Arica y Parinacota,15,252110,2021-07-27,842
Tarapaca,01,382773,2021-07-27,1260
Antofagasta,02,691854,2021-07-27,3908
Atacama,03,314709,2021-07-27,681
Coquimbo,04,836096,2021-07-27,1113
Valparaiso,05,1960170,2021-07-27,2070
Metropolitana,13,8125072,2021-07-27,9174
OHiggins,06,991063,2021-07-27,689
Maule,07,1131939,2021-07-27,892
Nuble,16,511551,2021-07-27,749
Biobio,08,1663696,2021-07-27,2931
Araucania,09,1014343,2021-07-27,1233
Los Rios,14,405835,2021-07-27,791
Los Lagos,10,891440,2021-07-27,2015
Aysen,11,107297,2021-07-27,215
Magallanes,12,178362,2021-07-27,382
Arica y Parinacota,15,252110,2021-07-28,830
Tarapaca,01,382773,2021-07-28,964
Antofagasta,02,691854,2021-07-28,1321
Atacama,03,314709,2021-07-28,487
Coquimbo,04,836096,2021-07-28,865
Valparaiso,05,1960170,2021-07-28,2484
Metropolitana,13,8125072,2021-07-28,10479
OHiggins,06,991063,2021-07-28,723
Maule,07,1131939,2021-07-28,937
Nuble,16,511551,2021-07-28,680
Biobio,08,1663696,2021-07-28,3802
Araucania,09,1014343,2021-07-28,1121
Los Rios,14,405835,2021-07-28,696
Los Lagos,10,891440,2021-07-28,1948
Aysen,11,107297,2021-07-28,297
Magallanes,12,178362,2021-07-28,421
Arica y Parinacota,15,252110,2021-07-29,1469
Tarapaca,01,382773,2021-07-29,2194
Antofagasta,02,691854,2021-07-29,3326
Atacama,03,314709,2021-07-29,2087
Coquimbo,04,836096,2021-07-29,2439
Valparaiso,05,1960170,2021-07-29,5304
Metropolitana,13,8125072,2021-07-29,19831
OHiggins,06,991063,2021-07-29,2156
Maule,07,1131939,2021-07-29,3395
Nuble,16,511551,2021-07-29,1727
Biobio,08,1663696,2021-07-29,7289
Araucania,09,1014343,2021-07-29,2723
Los Rios,14,405835,2021-07-29,1773
Los Lagos,10,891440,2021-07-29,4867
Aysen,11,107297,2021-07-29,531
Magallanes,12,178362,2021-07-29,743
Arica y Parinacota,15,252110,2021-07-30,1108
Tarapaca,01,382773,2021-07-30,1365
Antofagasta,02,691854,2021-07-30,1871
Atacama,03,314709,2021-07-30,1597
Coquimbo,04,836096,2021-07-30,2458
Valparaiso,05,1960170,2021-07-30,5451
Metropolitana,13,8125072,2021-07-30,19510
OHiggins,06,991063,2021-07-30,2574
Maule,07,1131939,2021-07-30,2971
Nuble,16,511551,2021-07-30,1739
Biobio,08,1663696,2021-07-30,6388
Araucania,09,1014343,2021-07-30,2705
Los Rios,14,405835,2021-07-30,1961
Los Lagos,10,891440,2021-07-30,4502
Aysen,11,107297,2021-07-30,439
Magallanes,12,178362,2021-07-30,689
Arica y Parinacota,15,252110,2021-07-31,1179
Tarapaca,01,382773,2021-07-31,1127
Antofagasta,02,691854,2021-07-31,2067
Atacama,03,314709,2021-07-31,1053
Coquimbo,04,836096,2021-07-31,1447
Valparaiso,05,1960170,2021-07-31,5312
Metropolitana,13,8125072,2021-07-31,18810
OHiggins,06,991063,2021-07-31,2445
Maule,07,1131939,2021-07-31,3217
Nuble,16,511551,2021-07-31,1645
Biobio,08,1663696,2021-07-31,6011
Araucania,09,1014343,2021-07-31,2966
Los Rios,14,405835,2021-07-31,1983
Los Lagos,10,891440,2021-07-31,4084
Aysen,11,107297,2021-07-31,404
Magallanes,12,178362,2021-07-31,1102
Arica y Parinacota,15,252110,2021-08-01,1057
Tarapaca,01,382773,2021-08-01,1196
Antofagasta,02,691854,2021-08-01,2960
Atacama,03,314709,2021-08-01,1819
Coquimbo,04,836096,2021-08-01,2903
Valparaiso,05,1960170,2021-08-01,4969
Metropolitana,13,8125072,2021-08-01,19356
OHiggins,06,991063,2021-08-01,2718
Maule,07,1131939,2021-08-01,3340
Nuble,16,511551,2021-08-01,1619
Biobio,08,1663696,2021-08-01,7325
Araucania,09,1014343,2021-08-01,2972
Los Rios,14,405835,2021-08-01,1792
Los Lagos,10,891440,2021-08-01,4148
Aysen,11,107297,2021-08-01,418
Magallanes,12,178362,2021-08-01,783
Arica y Parinacota,15,252110,2021-08-02,1340
Tarapaca,01,382773,2021-08-02,1969
Antofagasta,02,691854,2021-08-02,4355
Atacama,03,314709,2021-08-02,1433
Coquimbo,04,836096,2021-08-02,2557
Valparaiso,05,1960170,2021-08-02,4093
Metropolitana,13,8125072,2021-08-02,18062
OHiggins,06,991063,2021-08-02,2328
Maule,07,1131939,2021-08-02,2769
Nuble,16,511551,2021-08-02,1621
Biobio,08,1663696,2021-08-02,6023
Araucania,09,1014343,2021-08-02,2774
Los Rios,14,405835,2021-08-02,1237
Los Lagos,10,891440,2021-08-02,4096
Aysen,11,107297,2021-08-02,365
Magallanes,12,178362,2021-08-02,974
Arica y Parinacota,15,252110,2021-08-03,750
Tarapaca,01,382773,2021-08-03,1259
Antofagasta,02,691854,2021-08-03,4215
Atacama,03,314709,2021-08-03,1122
Coquimbo,04,836096,2021-08-03,1195
Valparaiso,05,1960170,2021-08-03,1858
Metropolitana,13,8125072,2021-08-03,8699
OHiggins,06,991063,2021-08-03,973
Maule,07,1131939,2021-08-03,738
Nuble,16,511551,2021-08-03,547
Biobio,08,1663696,2021-08-03,2721
Araucania,09,1014343,2021-08-03,1276
Los Rios,14,405835,2021-08-03,675
Los Lagos,10,891440,2021-08-03,1489
Aysen,11,107297,2021-08-03,223
Magallanes,12,178362,2021-08-03,343
Arica y Parinacota,15,252110,2021-08-04,557
Tarapaca,01,382773,2021-08-04,957
Antofagasta,02,691854,2021-08-04,1309
Atacama,03,314709,2021-08-04,329
Coquimbo,04,836096,2021-08-04,825
Valparaiso,05,1960170,2021-08-04,2062
Metropolitana,13,8125072,2021-08-04,11649
OHiggins,06,991063,2021-08-04,702
Maule,07,1131939,2021-08-04,893
Nuble,16,511551,2021-08-04,506
Biobio,08,1663696,2021-08-04,3815
Araucania,09,1014343,2021-08-04,950
Los Rios,14,405835,2021-08-04,606
Los Lagos,10,891440,2021-08-04,2027
Aysen,11,107297,2021-08-04,255
Magallanes,12,178362,2021-08-04,444
Arica y Parinacota,15,252110,2021-08-05,1279
Tarapaca,01,382773,2021-08-05,1737
Antofagasta,02,691854,2021-08-05,3050
Atacama,03,314709,2021-08-05,2167
Coquimbo,04,836096,2021-08-05,2446
Valparaiso,05,1960170,2021-08-05,5327
Metropolitana,13,8125072,2021-08-05,21049
OHiggins,06,991063,2021-08-05,2063
Maule,07,1131939,2021-08-05,3126
Nuble,16,511551,2021-08-05,1340
Biobio,08,1663696,2021-08-05,7761
Araucania,09,1014343,2021-08-05,2259
Los Rios,14,405835,2021-08-05,1341
Los Lagos,10,891440,2021-08-05,4843
Aysen,11,107297,2021-08-05,418
Magallanes,12,178362,2021-08-05,806
Arica y Parinacota,15,252110,2021-08-06,1161
Tarapaca,01,382773,2021-08-06,1795
Antofagasta,02,691854,2021-08-06,2170
Atacama,03,314709,2021-08-06,1272
Coquimbo,04,836096,2021-08-06,2253
Valparaiso,05,1960170,2021-08-06,5129
Metropolitana,13,8125072,2021-08-06,18496
OHiggins,06,991063,2021-08-06,2555
Maule,07,1131939,2021-08-06,3001
Nuble,16,511551,2021-08-06,1440
Biobio,08,1663696,2021-08-06,6752
Araucania,09,1014343,2021-08-06,2543
Los Rios,14,405835,2021-08-06,1344
Los Lagos,10,891440,2021-08-06,4325
Aysen,11,107297,2021-08-06,391
Magallanes,12,178362,2021-08-06,737
Arica y Parinacota,15,252110,2021-08-07,1360
Tarapaca,01,382773,2021-08-07,1395
Antofagasta,02,691854,2021-08-07,1848
Atacama,03,314709,2021-08-07,1439
Coquimbo,04,836096,2021-08-07,2393
Valparaiso,05,1960170,2021-08-07,4979
Metropolitana,13,8125072,2021-08-07,20219
OHiggins,06,991063,2021-08-07,1958
Maule,07,1131939,2021-08-07,3283
Nuble,16,511551,2021-08-07,1307
Biobio,08,1663696,2021-08-07,7713
Araucania,09,1014343,2021-08-07,2777
Los Rios,14,405835,2021-08-07,1579
Los Lagos,10,891440,2021-08-07,5082
Aysen,11,107297,2021-08-07,420
Magallanes,12,178362,2021-08-07,607
Arica y Parinacota,15,252110,2021-08-08,1276
Tarapaca,01,382773,2021-08-08,1512
Antofagasta,02,691854,2021-08-08,2281
Atacama,03,314709,2021-08-08,1462
Coquimbo,04,836096,2021-08-08,2127
Valparaiso,05,1960170,2021-08-08,4708
Metropolitana,13,8125072,2021-08-08,18957
OHiggins,06,991063,2021-08-08,2602
Maule,07,1131939,2021-08-08,2607
Nuble,16,511551,2021-08-08,1351
Biobio,08,1663696,2021-08-08,6483
Araucania,09,1014343,2021-08-08,2823
Los Rios,14,405835,2021-08-08,1622
Los Lagos,10,891440,2021-08-08,3821
Aysen,11,107297,2021-08-08,597
Magallanes,12,178362,2021-08-08,446
Arica y Parinacota,15,252110,2021-08-09,1506
Tarapaca,01,382773,2021-08-09,2132
Antofagasta,02,691854,2021-08-09,4075
Atacama,03,314709,2021-08-09,1074
Coquimbo,04,836096,2021-08-09,2168
Valparaiso,05,1960170,2021-08-09,4111
Metropolitana,13,8125072,2021-08-09,18166
OHiggins,06,991063,2021-08-09,2037
Maule,07,1131939,2021-08-09,2669
Nuble,16,511551,2021-08-09,1310
Biobio,08,1663696,2021-08-09,6316
Araucania,09,1014343,2021-08-09,2287
Los Rios,14,405835,2021-08-09,1087
Los Lagos,10,891440,2021-08-09,3743
Aysen,11,107297,2021-08-09,325
Magallanes,12,178362,2021-08-09,932
Arica y Parinacota,15,252110,2021-08-10,613
Tarapaca,01,382773,2021-08-10,1677
Antofagasta,02,691854,2021-08-10,4144
Atacama,03,314709,2021-08-10,903
Coquimbo,04,836096,2021-08-10,1085
Valparaiso,05,1960170,2021-08-10,1833
Metropolitana,13,8125072,2021-08-10,9704
OHiggins,06,991063,2021-08-10,993
Maule,07,1131939,2021-08-10,673
Nuble,16,511551,2021-08-10,708
Biobio,08,1663696,2021-08-10,2553
Araucania,09,1014343,2021-08-10,940
Los Rios,14,405835,2021-08-10,655
Los Lagos,10,891440,2021-08-10,1454
Aysen,11,107297,2021-08-10,163
Magallanes,12,178362,2021-08-10,376
Arica y Parinacota,15,252110,2021-08-11,688
Tarapaca,01,382773,2021-08-11,1324
Antofagasta,02,691854,2021-08-11,1241
Atacama,03,314709,2021-08-11,287
Coquimbo,04,836096,2021-08-11,757
Valparaiso,05,1960170,2021-08-11,1997
Metropolitana,13,8125072,2021-08-11,9900
OHiggins,06,991063,2021-08-11,710
Maule,07,1131939,2021-08-11,800
Nuble,16,511551,2021-08-11,512
Biobio,08,1663696,2021-08-11,3838
Araucania,09,1014343,2021-08-11,1094
Los Rios,14,405835,2021-08-11,624
Los Lagos,10,891440,2021-08-11,1887
Aysen,11,107297,2021-08-11,280
Magallanes,12,178362,2021-08-11,395
Arica y Parinacota,15,252110,2021-08-12,1338
Tarapaca,01,382773,2021-08-12,1870
Antofagasta,02,691854,2021-08-12,2833
Atacama,03,314709,2021-08-12,1866
Coquimbo,04,836096,2021-08-12,2389
Valparaiso,05,1960170,2021-08-12,5326
Metropolitana,13,8125072,2021-08-12,20400
OHiggins,06,991063,2021-08-12,1987
Maule,07,1131939,2021-08-12,2863
Nuble,16,511551,2021-08-12,1450
Biobio,08,1663696,2021-08-12,6727
Araucania,09,1014343,2021-08-12,2184
Los Rios,14,405835,2021-08-12,1749
Los Lagos,10,891440,2021-08-12,4756
Aysen,11,107297,2021-08-12,591
Magallanes,12,178362,2021-08-12,846
Arica y Parinacota,15,252110,2021-08-13,1215
Tarapaca,01,382773,2021-08-13,1416
Antofagasta,02,691854,2021-08-13,1987
Atacama,03,314709,2021-08-13,1180
Coquimbo,04,836096,2021-08-13,1827
Valparaiso,05,1960170,2021-08-13,5236
Metropolitana,13,8125072,2021-08-13,20782
OHiggins,06,991063,2021-08-13,2215
Maule,07,1131939,2021-08-13,3513
Nuble,16,511551,2021-08-13,1240
Biobio,08,1663696,2021-08-13,6572
Araucania,09,1014343,2021-08-13,2424
Los Rios,14,405835,2021-08-13,1380
Los Lagos,10,891440,2021-08-13,3987
Aysen,11,107297,2021-08-13,403
Magallanes,12,178362,2021-08-13,811
Arica y Parinacota,15,252110,2021-08-14,1008
Tarapaca,01,382773,2021-08-14,1158
Antofagasta,02,691854,2021-08-14,1913
Atacama,03,314709,2021-08-14,1375
Coquimbo,04,836096,2021-08-14,2085
Valparaiso,05,1960170,2021-08-14,4815
Metropolitana,13,8125072,2021-08-14,19172
OHiggins,06,991063,2021-08-14,2467
Maule,07,1131939,2021-08-14,3326
Nuble,16,511551,2021-08-14,1669
Biobio,08,1663696,2021-08-14,5781
Araucania,09,1014343,2021-08-14,2345
Los Rios,14,405835,2021-08-14,1756
Los Lagos,10,891440,2021-08-14,4718
Aysen,11,107297,2021-08-14,466
Magallanes,12,178362,2021-08-14,729
Arica y Parinacota,15,252110,2021-08-15,1077
Tarapaca,01,382773,2021-08-15,1321
Antofagasta,02,691854,2021-08-15,1962
Atacama,03,314709,2021-08-15,1264
Coquimbo,04,836096,2021-08-15,2313
Valparaiso,05,1960170,2021-08-15,5050
Metropolitana,13,8125072,2021-08-15,19104
OHiggins,06,991063,2021-08-15,2492
Maule,07,1131939,2021-08-15,3425
Nuble,16,511551,2021-08-15,1070
Biobio,08,1663696,2021-08-15,6047
Araucania,09,1014343,2021-08-15,2476
Los Rios,14,405835,2021-08-15,1291
Los Lagos,10,891440,2021-08-15,4493
Aysen,11,107297,2021-08-15,542
Magallanes,12,178362,2021-08-15,646
Arica y Parinacota,15,252110,2021-08-16,1182
Tarapaca,01,382773,2021-08-16,2133
Antofagasta,02,691854,2021-08-16,4068
Atacama,03,314709,2021-08-16,1188
Coquimbo,04,836096,2021-08-16,2100
Valparaiso,05,1960170,2021-08-16,4325
Metropolitana,13,8125072,2021-08-16,17043
OHiggins,06,991063,2021-08-16,2028
Maule,07,1131939,2021-08-16,2505
Nuble,16,511551,2021-08-16,1334
Biobio,08,1663696,2021-08-16,5551
Araucania,09,1014343,2021-08-16,2599
Los Rios,14,405835,2021-08-16,996
Los Lagos,10,891440,2021-08-16,3607
Aysen,11,107297,2021-08-16,373
Magallanes,12,178362,2021-08-16,701
Arica y Parinacota,15,252110,2021-08-17,834
Tarapaca,01,382773,2021-08-17,1413
Antofagasta,02,691854,2021-08-17,4201
Atacama,03,314709,2021-08-17,666
Coquimbo,04,836096,2021-08-17,1006
Valparaiso,05,1960170,2021-08-17,1658
Metropolitana,13,8125072,2021-08-17,10896
OHiggins,06,991063,2021-08-17,1062
Maule,07,1131939,2021-08-17,749
Nuble,16,511551,2021-08-17,777
Biobio,08,1663696,2021-08-17,3041
Araucania,09,1014343,2021-08-17,1027
Los Rios,14,405835,2021-08-17,632
Los Lagos,10,891440,2021-08-17,1272
Aysen,11,107297,2021-08-17,167
Magallanes,12,178362,2021-08-17,516
Arica y Parinacota,15,252110,2021-08-18,763
Tarapaca,01,382773,2021-08-18,448
Antofagasta,02,691854,2021-08-18,1187
Atacama,03,314709,2021-08-18,289
Coquimbo,04,836096,2021-08-18,1013
Valparaiso,05,1960170,2021-08-18,2012
Metropolitana,13,8125072,2021-08-18,11273
OHiggins,06,991063,2021-08-18,1017
Maule,07,1131939,2021-08-18,845
Nuble,16,511551,2021-08-18,541
Biobio,08,1663696,2021-08-18,2725
Araucania,09,1014343,2021-08-18,953
Los Rios,14,405835,2021-08-18,571
Los Lagos,10,891440,2021-08-18,1976
Aysen,11,107297,2021-08-18,333
Magallanes,12,178362,2021-08-18,453
Arica y Parinacota,15,252110,2021-08-19,1154
Tarapaca,01,382773,2021-08-19,2509
Antofagasta,02,691854,2021-08-19,3577
Atacama,03,314709,2021-08-19,1788
Coquimbo,04,836096,2021-08-19,2281
Valparaiso,05,1960170,2021-08-19,5652
Metropolitana,13,8125072,2021-08-19,20812
OHiggins,06,991063,2021-08-19,2151
Maule,07,1131939,2021-08-19,2987
Nuble,16,511551,2021-08-19,1516
Biobio,08,1663696,2021-08-19,7428
Araucania,09,1014343,2021-08-19,2222
Los Rios,14,405835,2021-08-19,1580
Los Lagos,10,891440,2021-08-19,4786
Aysen,11,107297,2021-08-19,541
Magallanes,12,178362,2021-08-19,632
Arica y Parinacota,15,252110,2021-08-20,863
Tarapaca,01,382773,2021-08-20,1161
Antofagasta,02,691854,2021-08-20,1855
Atacama,03,314709,2021-08-20,1669
Coquimbo,04,836096,2021-08-20,2312
Valparaiso,05,1960170,2021-08-20,4932
Metropolitana,13,8125072,2021-08-20,19558
OHiggins,06,991063,2021-08-20,2569
Maule,07,1131939,2021-08-20,3026
Nuble,16,511551,2021-08-20,1507
Biobio,08,1663696,2021-08-20,6211
Araucania,09,1014343,2021-08-20,2472
Los Rios,14,405835,2021-08-20,1512
Los Lagos,10,891440,2021-08-20,4122
Aysen,11,107297,2021-08-20,435
Magallanes,12,178362,2021-08-20,824
Arica y Parinacota,15,252110,2021-08-21,863
